dcid	Absences	Behavior	Comment	Course_Equiv	Course_Name	Course_Number	Credit_Type	DateStored	EarnedCrHrs	ExcludeFromClassRank	ExcludeFromGPA	ExcludeFromGradeSuppression	ExcludeFromGraduation	ExcludeFromHonorRoll	ExcludeFromTranscripts	GPA_Points	Grade	Grade_Level	GradeScale_Name	IsEarnedCrHrsFromGB	IsPotentialCrHrsFromGB	Numeric	PotentialCrHrs	Replaced_DCID	Replaced_Equivalent_Course	Replaced_Grade	SchoolID	SchoolName	SectionID	StoreCode	StudentID	Tardies	Teacher_Name	TermBinsName	TermID	TRANSACTION_DATE
332911592	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21248	Q1	6378035010	0	"Wright, Evelyn"	Q1	3303	3/20/2024
333925858	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	97.73	0.5				3804	Cherry Hill Middle School	28029	Q1	1184808701	0	"Patel, Jayden"	Q1	3303	3/20/2024
337143463	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	99	0.5				2517	Blueberry Creek Middle School	28904	Q1	9080132557	0	"Miller, Daniel"	Q1	3303	3/20/2024
332245622	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21031	Q1	1642929042	0	"Thompson, William"	Q1	3303	3/20/2024
339313672	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28914	Q1	8849305239	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
335651021	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	95	0.5				7064	Apple Grove Middle School	21031	Q1	3966656703	0	"Thompson, William"	Q1	3303	3/20/2024
335798892	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28920	Q1	4300240032	0	"Garcia, Emily"	Q1	3303	3/20/2024
332969043	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21346	Q1	6275499070	0	"Brown, Olivia"	Q1	3303	3/20/2024
334769666	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	98	0.5				2517	Blueberry Creek Middle School	28902	Q1	2010170143	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
335970560	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	98	0.5				2517	Blueberry Creek Middle School	28921	Q1	2412665565	0	"Garcia, Emily"	Q1	3303	3/20/2024
337526864	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	95	0.5				7064	Apple Grove Middle School	21248	Q1	5729820994	0	"Wright, Evelyn"	Q1	3303	3/20/2024
331650711	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	20895	Q1	9750413820	0	"Thompson, William"	Q1	3303	3/20/2024
337878492	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	94	0.5				2517	Blueberry Creek Middle School	28894	Q1	4951415459	0	"Garcia, Emily"	Q1	3303	3/20/2024
337974437	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		3	B	7	Middle School Grade Scale	FALSE	FALSE	85	0.5				2517	Blueberry Creek Middle School	28859	Q1	1430155162	0	"Miller, Daniel"	Q1	3303	3/20/2024
332142291	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	94	0.5				7064	Apple Grove Middle School	21365	Q1	2616391176	0	"Oliva, Sophia"	Q1	3303	3/20/2024
334556891	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	96	0.5				7064	Apple Grove Middle School	21020	Q1	5484695500	0	"Oliva, Sophia"	Q1	3303	3/20/2024
332303532	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		2	C	8	Middle School Grade Scale	FALSE	FALSE	70	0.5				7064	Apple Grove Middle School	21135	Q1	2953091341	0	"Oliva, Sophia"	Q1	3303	3/20/2024
338644648	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	93	0.5				7064	Apple Grove Middle School	21439	Q1	1777177730	0	"Oliva, Sophia"	Q1	3303	3/20/2024
332778069	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21031	Q1	7247865468	0	"Thompson, William"	Q1	3303	3/20/2024
336726953	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		3	B	8	Middle School Grade Scale	FALSE	FALSE	87	0.5				7064	Apple Grove Middle School	21326	Q1	8609665148	0	"Thompson, William"	Q1	3303	3/20/2024
333842527	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28914	Q1	4700776761	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
336341781	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	95	0.5				2517	Blueberry Creek Middle School	28861	Q1	3056980002	0	"Lewis, Ava"	Q1	3303	3/20/2024
336914273	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21346	Q1	2928186430	0	"Brown, Olivia"	Q1	3303	3/20/2024
333545791	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28212	Q1	2890085587	0	"Patel, Jayden"	Q1	3303	3/20/2024
332625722	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	27939	Q1	2563219840	0	"Cherry, Margaret"	Q1	3303	3/20/2024
336271261	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	92	0.5				2517	Blueberry Creek Middle School	28852	Q1	2770509984	0	"Lewis, Ava"	Q1	3303	3/20/2024
338139054	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28904	Q1	6118179082	0	"Miller, Daniel"	Q1	3303	3/20/2024
333094210	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28914	Q1	1447457523	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
